manglish,eng,prediction,chrf,bertscore_f1,rouge1,rougeL,meteor
"iPad ന് money spend ചെയ്യാൻ ഇല്ലെങ്കിൽ good product ആണ്, internet surfing ന് great ആണ്",Good product if you don't want to spend money on iPad. Great just for surfing internet.,Good product if you don't want to spend money on an iPad. Great for internet surfing.,81.527292656183,0.9797694683074951,0.9411764705882353,0.8823529411764706,0.9298245614035088
whole family ന് fun ആയി ഉപയോഗിക്കാൻ great product ആണ്,Great product for all members of the family to have fun with,Great product to have fun with for the whole family.,58.675447459584284,0.9721648693084717,0.8181818181818182,0.5454545454545454,0.7495798319327732
my mom പോലെ non techie person നും user friendly ആണ്.,User friendly even for a non-techie person like my mom.,User friendly for a non-techie person like my mom.,86.46943489488798,0.9868505001068115,0.9523809523809523,0.9523809523809523,0.9137614678899082
4 year old നായി വാങ്ങി. Young kid ന് great tablet ആണ്. Christmas ശേഷം update ചെയ്യും.,Got this for my 4 year old. Seems like a great tablet for a young kid to use. I'll edit this after Christmas when I give it to her.,Bought this for my 4 year old. Great tablet for a young kid. Will be updating it after Christmas.,53.46528915360268,0.9549912214279175,0.6122448979591837,0.5714285714285714,0.5476701884747861
"this thing works great ആണ്. setup simple ആണ്, sound great ആണ്. Amazon Prime music എല്ലാം available ആണ്. downstairs TV area ൽ വെച്ചിട്ടുണ്ട്. kitchen ന് ഒരു spot വേണം. timer set ചെയ്യാനും grocery list manage ചെയ്യാനും കഴിയും","this thing works great. it was simple to set up and has great sound. all of my Amazon prime music is available. we keep it downstairs where we watch tv so it is available. Now we need a ""spot"" for the kitchen. Set a timer, put items on the grocery list Etc.",This thing works great. It was simple to set up and the sound is great. It has Amazon Prime music and everything else you need. I have it downstairs TV area. I just need a spot for the kitchen. I can set a timer and manage my grocery list.,49.651601873735714,0.9267487525939941,0.6930693069306932,0.5742574257425743,0.610731155768996
great tablet ആണ് great price easy to use great screen quality,great tablet at a great price. easy to use. great screen quality,"Great tablet, great price, easy to use, great screen quality.",73.49723823999881,0.9600464701652527,0.9090909090909091,0.9090909090909091,0.7488193624557261
"എന്റെ little girl ഈ tablet love ചെയ്യുന്നു. engaged entertained ആണ്. protective case fall handling നിന്നും protect ചെയ്യുന്നു. apps download ചെയ്യാം, parental control കൊണ്ട് unwanted purchases prevent ചെയ്യാം, great tablet for kids ആണ്.",My little girl loves this tablet. It keeps her engaged and entertained. It comes with a protective case that protects it from falls and the handlings' of kids. You can download apps and with parental control you are protected from your kids accidentally making unnecessary purchases without your knowledge. Great tablet for kids!,My little girl loves this tablet. It keeps her engaged and entertained. The protective case protects her from falls and falls handling. She can download apps and with parental control she can prevent unwanted purchases. Great tablet for kids.,60.22284880856116,0.9484979510307312,0.6739130434782609,0.6521739130434783,0.584653984183949
"fire stick നെ compare ചെയ്താൽ performance ൽ ഇത് great ആണ്, amazing product ആണ്.",It's great in performance compared to fire stick amazing product,Compared to the fire stick this is great in performance and an amazing product.,74.92869854748815,0.946780800819397,0.7200000000000001,0.4799999999999999,0.7548191466320122
"love it, kids ന് വാങ്ങി, Apple tablet നേക്കാൾ durable ആണ്",love it i got it for my kids its more durable than a apple table,Love it! Bought it for my kids. It's more durable than the Apple tablet.,65.47138190815265,0.9355646371841431,0.6666666666666666,0.6666666666666666,0.6263166423594232
"ഞങ്ങൾ ഈ Kindle Fire autistic grandson വേണ്ടി വാങ്ങി. internet connect ചെയ്യാൻ അവൻ struggle ചെയ്തു. 3 adults try ചെയ്തതിന് ശേഷം finally connect ചെയ്തു. അവൻ ഓരോ തവണ വീട്ടിൽ വരുമ്പോഴും വീണ്ടും connect ചെയ്യാൻ fight ചെയ്യണം. ഇത് അവനോ മറ്റേതെങ്കിലും kid നുള്ള unit അല്ലെന്ന് തീരുമാനിച്ചു, അതിനാൽ mini iPad ലേക്ക് തിരികെ.","We bought this Kindle Fire for our autistic grandson. He seemed to fight with it trying to connect to the internet. After 3 adults tried and tried to connect it to the internet, it finally connected. Every time he comes to our house, we have to fight again to get it connected. We decided this was not the unit for him or any other kid. So, its back to the mini I-Pad.","We purchased this Kindle Fire for our autistic grandson. He struggled to connect to the internet. After 3 adults tried it out he finally did. He has to fight to connect again every time he comes home. We decided this was not a unit for him or any other kid, so back to the mini iPad.",60.37961172775746,0.9541175961494446,0.7131782945736433,0.6356589147286821,0.6003817914556512
great box ആണ് fast for streaming videos sports ന് good,Great box and fast for steaming and videos good for sports,Great box. Fast and good for streaming videos and sports.,55.11348266528924,0.9164024591445923,0.8571428571428572,0.6666666666666666,0.6200645089533978
"അവസരം കിട്ടുമ്പോൾ കൂടുതൽ വാങ്ങേണ്ടിരുന്നു. compact tablet ആണ്, good value ആണ്.",I should've bought more when I had the chance. It's a compact tablet and good for the value.,I should have bought more when I got the chance. Compact tablet and good value.,66.8473393438101,0.9607621431350708,0.7428571428571429,0.7428571428571429,0.6753488372093023
second one as a gift വാങ്ങിയത് can't go wrong probably another വാങ്ങും,"2nd one I've bought as a gift, can't go wrong! Will probably end up buying another!",Purchased the second one as a gift can't go wrong. Probably will buy another.,43.83389132446671,0.9373489022254944,0.6666666666666666,0.606060606060606,0.6000459585224335
"പുതിയ 7"" Kindle Fire kids ന് excellent product ആണ്. compact size travel easy ആക്കുന്നു, apps great ആണ്. Amazon ഇത് homerun അടിച്ചു.","The new 7"" Kindle Fire is an excellent product for the kids. The compact size makes it easy to travel with and the apps are great. Amazon hit a homerun with this one!","The new 7"" Kindle Fire is an excellent product for kids. The compact size makes traveling easier and the apps are great. Amazon beat the homerun with this.",77.91499289398169,0.9713748693466187,0.819672131147541,0.7868852459016394,0.7587347091687977
Reading ഉം videos കാണാനും very nice ആണ്. strong wifi must ആണ്. slippery ആയതിനാൽ cover വാങ്ങുക,Very nice for reading and watching videos. Strong wi fi is a must. Slippery to hold so buy a cover,Very nice for reading and watching videos. Strong wifi is a must. Get a cover because it's slippery.,77.69931441903324,0.9604220390319824,0.717948717948718,0.6666666666666667,0.6968217329545455
my daughter tablet വളരെ enjoy ചെയ്യുന്നു. Amazon FreeTime app kids ന് great ആണ്.,My daughter enjoys that tablet a lot. Also the amazon free time app is great for kids.,My daughter is really enjoying her tablet. The Amazon FreeTime app is great for kids.,55.45336532749169,0.9641538262367249,0.625,0.625,0.6574971673171345
എന്റെ children ഈ tablet love ചെയ്യുന്നു. easy to use ആണ് കൂടാതെ perfect size ആണ്,My children just loves this tablet. It's easy to use and a perfect size for them.,My children love this tablet. Easy to use and the perfect size for them.,68.90692658663816,0.9826427102088928,0.7741935483870968,0.7741935483870968,0.7945335710041592
"ഞാൻ family നു വേണ്ടി 3 more വാങ്ങി, അവർ അവയെ love ചെയ്യുന്നു.",I bought 3 more of these for family and they love them.,I bought 3 more for the family and they love them,74.84861654415069,0.9760758280754089,0.8695652173913043,0.8695652173913043,0.7707031250000002
"Kindle Fire fabulous ആണ്. kids daily use ചെയ്യുന്നു, problems ഇല്ല, Amazon customer service top notch ആണ്.",The Kindle Fire is FABULOUS! I have kids ages 4 to 16 that utilize these devices every day so they get lots of use and wear and tear. We haven't had any problems and Amazon customer service is top notch.,The kindle fire is fabulous. The kids use it daily and have no problems with it. The Amazon customer service is top notch.,35.38130509605698,0.9205235242843628,0.5000000000000001,0.46874999999999994,0.39988151658767773
"ഇതുപോലുള്ളത് മുമ്പ് love അല്ല hate ഒന്നും ഉണ്ടായിരുന്നില്ല, പക്ഷേ ഇത് work ചെയ്യുന്നതിനാൽ great ആണ്","Never loved or hated one of these before but, it's great cause it works","Have never had anything like this before, not love it, not hate it, but it works great because it works.",42.305757265720146,0.9157209992408752,0.4,0.4,0.3782738095238095
great item very useful and hard to come by,"Great item, this is very useful and it is hard to come by.",great item very useful and hard to come by,61.63342955094514,0.9510393738746643,0.8181818181818181,0.8181818181818181,0.6134259259259259
"kids അത് turn on ചെയ്യാൻ wait ചെയ്യാനായില്ല, ഞാൻ very excited ആണ്.",The kids couldn't wait to turn them on and I'm very excited.,My kids couldn't wait to turn it on. I'm very excited.,71.54302445265422,0.9787884950637817,0.8148148148148148,0.8148148148148148,0.7937500000000002
ഈ tablet Christmas ന് എന്റെ nephew ന് വാങ്ങി. അവൻ ഇത് love ചെയ്യുന്നു,Bought this tablet for my nephew for Christmas. He loves it!!,Bought this tablet for my nephew for Christmas. He loves it.,96.26863094681526,0.9917872548103333,1.0,1.0,0.8565647482014387
Amazon catalogs access നേടാൻ very user friendly ആണ് കൂടാതെ low monthly cost ഉം.,very user friendly along with very low monthly cost to gain access to Amazon catalogs,Very user friendly to get access to amazon catalogs and low monthly cost,62.78551559852005,0.9546252489089966,0.7857142857142856,0.5714285714285715,0.7083426401608219
"Online പോകാനും titles browse ചെയ്യാനും selection ചെയ്യാനും book ഉടൻ ലഭിക്കാനും കഴിയുന്നത് ഞാൻ love ചെയ്യുന്നു. bookstore ൽ പോകേണ്ടതില്ല, ordered books കാത്തിരിക്കേണ്ടതില്ല. Kindle purchases ഉടൻ ലഭിക്കും. back lighting excellent ആണ് കൂടാതെ font size adjust ചെയ്യാനുള്ള ability great ആണ്. couple of weeks charge hold ചെയ്യുന്നു. definitely good product ആണ്","I love the fact that you can go on line, browse titles, make a selection and have the book immediately. No travel to a book store, no waiting for online ordered books to arrive. Kindle purchases are available immediately upon purchase... Back lighting is excellent and the ability to adjust font size is great. Holds a charge for a couple of weeks of moderate reading. Definitely a good product.","I love that I can go online, browse titles, select, and get a book right away. I don't have to go to the bookstore and wait for ordered books. Kindle purchases get right away. The back lighting is excellent and the ability to adjust font size is great. Holds a charge for a couple of weeks. Definitely a good product.",60.453460107067315,0.9483121037483215,0.7076923076923076,0.6153846153846154,0.7133998046983298
voice recognition great ആണ് Amazon കൂടുതൽ advanced features നൽകുമായിരുന്നു എന്ന് wish ചെയ്യുന്നു പക്ഷേ innovation നടക്കുന്നു disappointed ആവില്ല speaker size ന് good ആണ്,"Voice recognition works great. Wish Amazon had more sophisticated features available through this device. However, there's lots of innovation going on here. You won't be disappointed. The speaker is pretty good for something this size.",The voice recognition is great. I wish Amazon would have come up with more advanced features but there is still a lot of innovation to be done. I will not be disappointed. The speaker is good for the size.,47.92198696762547,0.9371606111526489,0.47368421052631576,0.47368421052631576,0.49000726744186046
Alexa fun ആണ് പക്ഷേ favorite song play ചെയ്യാൻ customize ചെയ്യാൻ കഴിയില്ല,Alexa is fun but not able to be customized to play your favorite song or tell wife hello hubby loves you,Alexa is fun but can't be customized to play my favorite song.,48.127505013610055,0.9364356398582458,0.588235294117647,0.588235294117647,0.48596059113300494
book reading ഉം main tablet games ഉം different devices ൽ maintain ചെയ്യാൻ ഇത് എടുത്തു. so far whole family ന് good ആയി work ചെയ്യുന്നു.,Picked this up to keep the book reading and main tablet games on different devices. Been working good so far for the whole family.,Got this to keep up with book reading and main tablet games on different devices. So far it works good for the whole family.,70.15722578040696,0.9627668261528015,0.8333333333333334,0.75,0.8721462847171731
toddler grandson ന് gift ആയി വാങ്ങി he loves it,This was a gift for my toddler grandson. He loves it.,Bought this as a gift for my toddler grandson. He loves it.,87.82632159656468,0.9747852683067322,0.8695652173913043,0.8695652173913043,0.9139100932994064
Amazon Fire HD 8 32 GB backorder ആയി cancel ചെയ്തു. local Best Buy ൽ നിന്ന് 16 GB model വാങ്ങി. $29.99 refund ലഭിച്ചില്ല. 16 GB model works good ആണ്,"Original purchase for Amazon Fire HD 8 32 GB model put on backorder and cancelled by local Elk Grove CA Best Buy store. Purchased Amazon Fire HD 8 16 GB model from local Best Buy store. A total of $29.99 Sales Tax, Fees & Surcharges were not returned from original Order Number: BBY01-800223005180. Why was the $29.99 not returned? The Amazon Fire HD 8 16 GB (6th Generation) works good.",Cancelled Amazon Fire HD 8 32 GB backorder. Purchased the 16 GB model from local Best Buy. Could not get a refund of $29.99. The 16 GB model works good.,30.27081899440513,0.8973855376243591,0.5436893203883495,0.46601941747572817,0.3762818571243131
"Kindle books daily വായിക്കുന്നു, iPhone iPad ഉപയോഗിച്ചിരുന്നു, പക്ഷേ sunlight ൽ reading difficult ആണ്. അതിനാൽ Kindle വാങ്ങി, outdoor reading easy ആണ്. worth every penny ആണ്",Read Kindle books daily and had been utilizing my iPhone and IPad to read but neither of these are conducive to reading in the sunlight. SO I bought myself an early Christmas present and love the ease of use and the ability to read while outside in the bright sunlight. Worth every penny!!!,"I read Kindle books every day. I've had an iPhone and an iPad, but it's hard to read in the sunlight. That's why I bought the Kindle. It's easy to read outdoors. Worth every penny.",34.360394375752485,0.9225988984107971,0.4782608695652174,0.43478260869565216,0.3008034489515971
"price ന് great tablet ആണ്. ചില features better ആകാമായിരുന്നു, operations ൽ lag ഉണ്ട്. connection ശേഷം reading, video great ആണ്. expensive tablet പോലെ expect ചെയ്യരുത്, otherwise great ആണ്.",This is a great tablet for the money. It gets 4 stars because there are some things that could be better. The tablet has some lag to it at times while trying to perform some operations. However reading books or watching videos is great once the connection establishes. If you understand that it's not gonna act like a more expensive feature filled tablet this is great.,"This is a great tablet for the price. Some of the features could have been better and there is a lot of lag in operations. After connecting, reading and watching video is great. Don't expect it to be like a more expensive tablet. Otherwise it is great.",41.169429781460664,0.9202365875244141,0.5043478260869565,0.4173913043478261,0.4236886125883205
Alexaക്ക് നമ്മുടെ most questions answer ചെയ്യാം. questions ചോദിക്കാൻ ഇഷ്ടമുള്ള kids നും grown ups നും great ആണ്,Alexa can answer most of our questions. Great for kids who love asking questions and for grown ups as well.,Alexa can answer most of our questions. Great for kids and grown ups who like to ask questions.,71.64529182329876,0.9779546856880188,0.7894736842105262,0.6842105263157895,0.7894438781288935
"Nook ഉണ്ടായിരുന്നെങ്കിലും ഇത് better ആണ്, more apps Amazon വഴി ലഭിക്കുന്നു","Have a nook , this is much better has more apps and thru amazon",I've had a nook but this one is better. I get more apps through amazon.,40.06209529400472,0.9136900305747986,0.5517241379310345,0.5517241379310345,0.4779663923182442
"tablet തിരഞ്ഞെടുപ്പിൽ preference പ്രധാനമാണ്. നിങ്ങൾ Windows അല്ലെങ്കിൽ Google കൂടുതൽ use ചെയ്യുകയാണെങ്കിൽ ഇത് fit ആവില്ല. ഞാൻ Amazon music, video, books, shopping use ചെയ്യുന്നു, അതിനാൽ ഇത് awesome ആണ്. ഇത് Amazon ecosystem users നു വേണ്ടിയാണ്. light ആണ്, nice feel ഉണ്ട്. reading നു blue light കുറയ്ക്കാൻ blue shade option love ആണ്.","It matters what preference you prefer with tablets. I mean if you use windows or google more this might not be for you. For me, I use Amazon music, video, books, and shopping so this tablet is awesome. It's made especially for Amazon ecosystem users. Its light and has a nice feel. I live the blue shade option it has for less blue light when reading.","The preference is the most important thing in the choice of tablet. If you are using it more than just Windows or Google it won't fit. I use Amazon music, video, books, and shopping so it's awesome. This is for Amazon ecosystem users. Light and feels nice. Love the blue shade option to lower the blue light for reading.",52.99792746132245,0.9355587363243103,0.609375,0.484375,0.6251274339594648
Kindle Paperwhite എന്റെ usual 10 inch e-reader tablet ന് പകരം travel നും outside reading നും great lightweight alternative ആണ്,The Kindle paperwight is a great lightweight alternative to my usual 10 inch e-reader tablet for travel and reading outside.,"The Kindle Paperwhite is a great lightweight alternative to my usual 10"" e-reader tablet for travel and outside reading.",79.00036042176144,0.9681547284126282,0.9268292682926829,0.8780487804878048,0.8905157630919404
"Alexa really awesome ആണ്, life easy ആക്കാൻ അവൾ പല തരത്തിലുള്ള cool കാര്യങ്ങൾ ചെയ്യുന്നു. Amazon ന് എന്റെ only recommendation, അവർ അവളെ കൂടുതൽ intuitive ആക്കുകയും habits അല്ലെങ്കിൽ repeated phrases remember ചെയ്യുകയും വേണം.","Alexa is really awesome, she does all kinds of cool things to make life easier. My only recommendation to Amazon is that they try to make her more 'intuitive' and remember habits or repeated phrases.",Alexa is really awesome and she does all kinds of cool things to make life easier. My only recommendation to Amazon is that they make her more intuitive and remember her habits or repeated phrases.,88.88551374716512,0.9858445525169373,0.9428571428571428,0.9428571428571428,0.8614512360432346
"basic functions ന് Kindle Fire 7 best ആണ്. email social media check ചെയ്യാം, web surf ചെയ്യാം, ebooks download read ചെയ്യാം. good battery life ഉണ്ട്","If you want a tablet to perform basic functions, you can't do any better than the Kindle Fire 7. Check email, social media, surf the web, download and read ebooks with no problems. Good battery life.","The Kindle Fire 7 is the best for basic functions. You can check email, social media, surf the web, download and read ebooks. Good battery life.",61.778500457304155,0.9526411294937134,0.6984126984126985,0.5714285714285714,0.6465763875643715
"എല്ലാ home ലും Alexa must have ആണ്, നിങ്ങളുടെ voice കൊണ്ട് updates ലഭിക്കും",Alexa is a must have in every home! Updates at a sound of your voice.,Alexa is a must have in every home. Get updates with your voice.,68.76230764497308,0.9429998397827148,0.7857142857142856,0.7857142857142856,0.6884507275132277
"setup easy ആണ്, lots of free TV ഉണ്ട്. occasional TV watcher ആണെങ്കിൽ cable ditch ചെയ്യാം, money save ചെയ്യാം","Easy to set up. LOTS of free tv with this. If you're an occasional TV watcher and pay for cable or Sat service, you just be able to ditch them and put the $ towards something else.",Easy to set up and lots of free TV. If you are an occasional TV watcher you can ditch cable and save money.,36.952498699742705,0.9259319305419922,0.6333333333333333,0.5666666666666667,0.48958739208006075
79 വയസ്സുള്ള dad ഇത് easily navigate ചെയ്യുന്നു,"My dad, 79 years old, is able to navigate this item easily.",My 79 year old dad can navigate it with ease.,32.05469956505678,0.9513314962387085,0.45454545454545453,0.3636363636363636,0.39208834218618954
"PlayStation Vue interface Sony PlayStation ൽ കാണുന്നതുപോലെ തന്നെയായതിനാൽ ഞാൻ ഇത് bought ചെയ്തു. PlayStation ൽ Vue run ചെയ്യുമ്പോൾ പല problems ഉണ്ടായിരുന്നെങ്കിലും, FireTV ഉപയോഗിക്കുമ്പോൾ same problems ഒന്നും encounter ചെയ്തില്ല. ഇത് Oracle GoldenGate Sybase database ൽ Oracle നേക്കാൾ better ആയി work ചെയ്തതുപോലെ ആണ്. :-) എന്റെ മറ്റു TVs ന് FireTV പുതിയ version വരാൻ wait ചെയ്യും. PlayStation Vue ന് best streaming device ആണ് FireTV.","I bought this because the PlayStation Vue interface is the same as what you see on Sony PlayStation. But while I was having al sorts of problem with PlayStation running PlayStation Vue, I didn't encounter any of the sameProblems when using FireTV. It's like when Oracle GoldenGate was working better with Sybase database than with Oracle. :-)I will wait for newer version of FireTV for my other TVs.FireTV is the best streaming device for PlayStation Vue.","I bought this because the interface to PlayStation Vue is exactly what I see on my Sony PlayStation. I had several problems trying to run Vue on PlayStation, but when using FireTV I have not encountered any of the same problems. It's as if it worked better than Oracle on the Oracle GoldenGate Sybase database. :-) I can't wait for the new version of FireTV to come out for my other TV's. FireTV is the best streaming device for PlayStation Vue.",63.700131163547816,0.9336913228034973,0.691358024691358,0.5308641975308642,0.6555827313264663
"kids നു great item ആണ്, memory add ചെയ്യാൻ കഴിയുന്നത് like ആണ്, text to speech feature ഉണ്ട്, camera kids ഇഷ്ടപ്പെടും.","This is a great item to use with kids. I like adding memory as needed. I love the kindle fire aspects....some items can be read by text to speech.I think the kids will like the camera, their old kindle fires did not have this.",This is a great item for kids. I like the fact that you can add memory. It has the text to speech feature. The camera the kids will love.,38.181421528987855,0.9163061380386353,0.5333333333333333,0.42666666666666664,0.3504055233304246
$59 price ന് can't go wrong,For the price tag of $59 bucks u can't go wrong....,Can't go wrong for the price of $59,50.97048540852168,0.9409428238868713,0.8571428571428571,0.4761904761904762,0.7253676470588236
"Alexa വളരെ understanding ആണ്, please ചെയ്യാൻ knows",Alexa is very understanding and knows how to please,Alexa is very understanding. She knows what to do please.,70.94237464802121,0.9404818415641785,0.7368421052631577,0.7368421052631577,0.6824665350010973
"small light weight ആണ്, bright light ൽ easy to read ആണ്.","Small and light weight, easy to read from in bright light conditions",Small light weight and easy to read in bright light.,57.899350956446625,0.9616819024085999,0.9090909090909091,0.8181818181818182,0.7324218750000001
"works great ആണ്, YouTube videos നോക്കി കൂടുതൽ features അറിയാം",Works great plus look at YouTube video's to see other features available.,Works great. Looked at YouTube videos and knows more features.,46.96996913103028,0.9088810086250305,0.4347826086956522,0.4347826086956522,0.5434782608695652
"sound great ആണ്, easy to use ആണ്, shopping list feature love ആണ്.","Sounds great, easy to use. Love the shopping list feature",Sound is great and easy to use. Love the shopping list feature.,85.02051592886652,0.9707934260368347,0.8181818181818182,0.8181818181818182,0.859300907736079
"price ന് bargain ആണ്, warranty coverage നല്ലതാണ്, 4 year old granddaughter ന് gift ആണ്, easy to use ആണ്",A bargain for the price especially for the coverage of the warranty. A gift for my 4 year old granddaughter. Things can happen to it. She absolutely loves it and pretty easy to use!,This is a bargain for the price. The warranty coverage is good. This is a gift for my 4 year old granddaughter. Easy to use.,49.18020871760782,0.9385649561882019,0.6440677966101696,0.6101694915254237,0.5726927446481478
granddaughters ഓരോർക്കും ഒന്ന് വാങ്ങി portability ഇഷ്ടമാണ് രണ്ടുപേരും ഒരേസമയം use ചെയ്യുന്നു,"Got two, one for each of my grand daughters. They love the portability and it allows them to both be up at the same time.",Bought one for each of my granddaughters and love the portability. We both use it at the same time.,62.7851215451658,0.9446213245391846,0.6818181818181819,0.5909090909090909,0.6009734210426251
ഇത് great tablet ആണ്. easy to use ഉം wifi connect ചെയ്യാനും easy ആണ്,Its a great tablet. Its easy to use and connect to wifis.,This is a great tablet. Easy to use and easy to connect to wifi.,72.22900821905621,0.9572390913963318,0.6923076923076924,0.6923076923076924,0.8294209702660407
"bestbuy ൽ നിന്ന് great buying experience ആണ്, delivery fast, product amazing, thumbs up.",This is a great buying experience from bestbuy. delivery is so fast and the product is amazing. Thumbs up for this product and bestbuy.,Great buying experience from bestbuy. Delivery was fast and the product was amazing. Thumbs up.,61.52512931820604,0.9502643942832947,0.6666666666666667,0.6666666666666667,0.5584740181992337
"എന്റെ grandson ഇത് almost every night use ചെയ്യുന്നു. ഇത് great purchase ആയിരുന്നു, ഞങ്ങൾ അത് വാങ്ങിയത് സന്തോഷമാണ്",My Grandson uses this just about every night. It was a great purchase and we're glad we made it.,My grandson uses it almost every night. It was a great purchase and we are glad we bought it.,68.70923223446009,0.9775601625442505,0.7692307692307692,0.7692307692307692,0.8174079711370427
Fire tablet great ആണ്. ഞാൻ 2 purchase ചെയ്തു. kids രണ്ട് tablets ന്റെയും screen shatter ചെയ്തിട്ടും still works great,The fire tablet is a great tablet. I've purchased 2. The kids have shattered the screen on both and still work great!,The Fire tablet is great. I purchased 2 of them. The kids have shattered the screen of both tablets and it still works great.,67.80798975950162,0.9724797606468201,0.7659574468085107,0.7659574468085107,0.7559529463918178
"first moment മുതൽ ഞാൻ ഇത് love ചെയ്യുന്നു, കൂടുതൽ interactive ആയിരുന്നെങ്കിൽ നല്ലിരുന്നു","I love it from the first moment, would love to be more intercative.",I love it from the very first moment. I wish it was more interactive.,56.784619686436244,0.9396878480911255,0.5925925925925927,0.5925925925925927,0.45580900989289513
"Amazon Echo second purchase ആണ്, alarm clock radio news weather എല്ലത്തിനും use ചെയ്യുന്നു, intuitive device ആണ്",This is my second purchase of an Amazon Echo. I use the Echo for everything from an alarm clock to a radio to a source for news and weather. It is an intuitive device.,"The Amazon Echo is my second purchase. I use it for alarm clock, radio, news, weather, etc. It is an intuitive device.",52.20022083053082,0.9582818746566772,0.7142857142857143,0.6071428571428571,0.6006067948490323
"it is cool ആണ്, works well ആണ്. പക്ഷേ ഓരോ skill use ചെയ്യാൻ activate ചെയ്യണം, അത് annoying ആണ്","It is cool and works well, however I find it sort of stupid that you have to activate each specific skill that you want to use before it will register what your asking.","It is cool and works well. But you have to get it activated to use each skill, which is annoying.",36.72615311241847,0.9309089183807373,0.5283018867924527,0.4150943396226416,0.43223573672291615
"it works as advertised, Best Buy nearest store ൽ stock ഉണ്ടായിരുന്നു",It works as advirtized and. Best Buy had it in stock at my nearest store,It works as advertised. Best Buy had it in stock at the nearest store.,73.54258343788634,0.934424638748169,0.8275862068965518,0.8275862068965518,0.8006656804733727
price ന് great tablet ആണ്. എനിക്ക് വേണ്ടത് എല്ലാം ചെയ്യുന്നു,Great tablet for the price. Does everything that I need it to do,Great tablet for the price. Does everything I need it to do.,87.79764666592853,0.9901785254478455,0.9600000000000001,0.9600000000000001,0.9150464919695689
"അവൻ love ചെയ്യുന്നു, learning counting help ചെയ്യുന്നു.",He loves it. Helps him learn and teaches him how to count,He loves it. It helps him with learning and counting.,43.66832791769187,0.9598874449729919,0.5454545454545454,0.5454545454545454,0.5335438797971097
"use ചെയ്യാൻ hard ആണ്, Guam support ഇല്ല, online instructions clear അല്ല","hard to use, and does not support Guam. online instructions not clear","Hard to use, doesn't support gbam, not clear online instructions",65.11729741977952,0.917724609375,0.6956521739130435,0.5217391304347826,0.641726618705036
"മികച്ച product ആണ്, use ചെയ്യാൻ വളരെ easy ആണ്. അതിൽ Kodi install ചെയ്തു, love ചെയ്യുന്നു",Great product very easy to use. Installed kodi on it and love it.,Great product and so easy to use. Installed Kodi on it and love it.,79.63140807898672,0.978559672832489,0.888888888888889,0.888888888888889,0.9258007838897149
"ഞാൻ ഈ product love ചെയ്യുന്നു, ഇത് simply amazing ആണ്. games ഉം apps ഉം add ചെയ്യാൻ many options ഉണ്ട്",I love this product it is simply amazing. I has so many options for adding games and apps.,"I love this product, it is simply amazing. There are so many options to add games and apps.",72.81859745077789,0.9715794324874878,0.7777777777777778,0.7777777777777778,0.7838736007462688
"എന്റെ son ന്റെ class requirement നായി bought ചെയ്തു. Setup easy ആയിരുന്നു, problem ഇല്ലാതെ use ചെയ്യുന്നു. research നായി മാത്രം ഉപയോഗിക്കുന്നു അതിനാൽ അധികം spend ചെയ്യാൻ ഇല്ല. price deal seal ചെയ്തു overall very pleased ആണ് വീണ്ടും വാങ്ങും","I bought this as a requirement for my sons class. It was easy to set up, and he uses it with no problem at all. He just uses it for research in class, so I didn't want to spend a lot money-or give him my tablet, but I'm very pleased with all he's able to do on it. The price just seals the deal; I'm very pleased overall and would repurchase the tablet.",Bought this for my son's class requirement. It was easy to set up and he uses it with no problem. He only uses it for research so we can't spend too much on it. The price sealed the deal and overall very pleased with it. Would buy again.,47.6124347242878,0.9317881464958191,0.625,0.546875,0.40285398128083366
"എന്റെ kids each ന് 2 എണ്ണം ഉണ്ട്, expensive device വാങ്ങുന്നതിന് പകരം ഇത് choose ചെയ്തു, geek squad protection awesome ആണ്, screen break ആയപ്പോൾ brand new replace ചെയ്തു.",I have 2 of these one for each one of my kids I love it for kids the instead of buying something so expensive I chose this and the geek squad protection is awesome my son cracked the screen and they where just amazing and replaced it with a brand new one,I have 2 of these for each of my kids and decided to get this instead of purchasing a more expensive device. The geek squad protection is awesome and when the screen broke I replaced it with a brand new one.,55.22515343806538,0.9331498146057129,0.6881720430107527,0.6021505376344086,0.6016489391333725
previous gift replace ചെയ്തു expansion slot ഇല്ലാത്തത് കാരണം അവൻ വളരെ happy ആണ്,This replaced a gift from the past year that didn't come with an expansion slot. He was very happy to get this.,Replaced a previous gift. He is very happy with it because it doesn't have the expansion slot.,41.914697328517924,0.9276072978973389,0.5365853658536586,0.2926829268292683,0.4673052894627239
overall Amazon Echo Alexa phenomenal product ആണ് time കൂടെ grow ചെയ്യും ചില issues ഉണ്ട് expected ആണ്,Overall the Amazon echo Alexa is a phenomenal product but will grow much more with time. There are a few issues but that's to be expected!,"Overall, the Amazon Echo Alexa is a phenomenal product. It will grow with time and some issues are expected.",56.925361632244446,0.9465391635894775,0.6956521739130435,0.6521739130434783,0.5395723036668418
